4034,Ford of Escondido - OIL CHANGE,Ford of Escondido - OIL CHANGE,2018-06-06,,,0
4037,RVM Construction Inc.,RVM Construction Inc.,2018-06-12,,6700 Avena Court East,0
4042,Golf Mart,Golf Mart,2018-06-22,storefront,1066 West Valley Parkway,0
4047,"KEDCS-WR, LP","KEDCS-WR, LP",2018-07-02,,2066 Wineridge Place,0
4068,Real Estate Center,Real Estate Center,2018-07-20,Property Management Company,7177 Willet Circle,0
4070,Trafalger Square,Trafalger Square,2018-07-22,storefront,1310 East Valley Parkway,0
4074,Turley Law Firm,Turley Law Firm,2018-07-26,,7428 Trade Place,0
4080,"Exponents- ABCJ,LLC","Exponents- ABCJ,LLC",2018-07-30,,9485 Customhouse Plaza,0
4098,McKowskis,McKowskis,2018-08-18,,301 Mission Villas Road,0
4104,Wells Fargo - Camino Canada Square,Wells Fargo - Camino Canada Square,2018-08-26,,13465 Camino Canada,0
4110,Henry Avocado Corporation,Henry Avocado Corporation,2018-09-04,,2208 Harmony Grove Road,0
4113,Baker Electric - Payroll Dept,Baker Electric - Payroll Dept,2018-09-08,,1223 Pacific Oaks Place,0
4168,Mission Grove Community Association,Mission Grove Community Association,2018-12-28,HOA,440 Penelope Drive,0
4190,6ix at North Park,6ix at North Park,2019-02-20,,3047 North Park Way,0
4195,Acme Window Cleaning (Richie Evans),Acme Window Cleaning (Richie Evans),2019-03-13,,4601 Park Boulevard,0
4202,Boulder Point,Boulder Point,2019-03-23,,8720 Sage Shadow Drive,0
4205,ARS National,ARS National,2019-03-26,,201 West Grand Avenue,0
4212,Baker Electric - 1282,Baker Electric - 1282,2019-04-09,,1282 Pacific Oaks Place,0
4219,March and Ash,March and Ash,2019-04-18,,2835 Camino del Rio South,0
4239,Interfaith Community Services,Interfaith Community Services,2019-05-22,,550 West Washington Avenue,0
4255,Window Magic,Window Magic,2019-06-10,,740 Metcalf Street,0
4283,McKee Commercial,McKee Commercial,2019-07-11,,756 D Avenue,0
4364,Mar and Associates,Mar and Associates,2019-10-21,storefront,640 West Mission Avenue,0
4375,Wells Fargo - Navajo,Wells Fargo - Navajo,2019-11-07,,8898 Navajo Road,0
4376,Wells Fargo - Fletcher,Wells Fargo - Fletcher,2019-11-07,,475 Fletcher Parkway,0
4378,Wells Fargo - 63rd st,Wells Fargo - 63rd st,2019-11-08,,4690 63rd Street,0
4389,AMK Property Management,AMK Property Management,2019-11-27,Property Management Company,3435 Camino del Rio South,0
4398,John Horgan Design Build,John Horgan Design Build,2019-12-17,,8647 Indian Hill Road,0
4400,California Coast Credit Union,California Coast Credit Union,2019-12-24,,3202 Governor Drive,0
4405,"OCS Lighting & Control, Inc.","OCS Lighting & Control, Inc.",2020-02-06,,12255 Parkway Centre Drive,0
4413,California Coast Credit Union,California Coast Credit Union,2020-02-25,,3202 Governor Drive,0
4445,Barabbas Road Church,Barabbas Road Church,2020-06-04,,5710 Kearny Villa Road,0
4465,Extra Space Storage,Extra Space Storage,2020-06-23,,3085 Del Sol Boulevard,0
4491,North County Self Storage,North County Self Storage,2020-08-11,,3661 Sunset Drive,0
4497,Talking Bibles International,Talking Bibles International,2020-08-13,,419 East Grand Avenue,0
4530,Sunmaster Corp,Sunmaster Corp,2020-09-29,,276 Trade Street,0
4543,The Relationship Place,The Relationship Place,2020-10-16,,2729 Fourth Avenue,0
4548,Isabela Skincare,Isabela Skincare,2020-10-23,,1111 Fort Stockton Drive,1
4556,QP Technologies,QP Technologies,2020-11-06,Notify - 2 weeks,2063 Wineridge Place,1
4562,Progressive Windows,Progressive Windows,2020-11-18,,1111 Fort Stockton Drive,0
4582,Premium Packaging,Premium Packaging,2020-12-16,,946 South Andreasen Drive,0
4589,Manna Construction,Manna Construction,2021-01-11,,,0
4599,Genesis Woodworking,Genesis Woodworking,2021-02-18,,125 S. Market Place,0
4612,Studio Barre,Studio Barre,2021-03-11,,7845 Highlands Village Place,0
4616,James Hood Guitar Repair,James Hood Guitar Repair,2021-03-15,,2750 Auto Park Way,0
9651,Hurst Dental Care,Hurst Dental Care,2016-12-03,Acme Clean Glass,4690 Genesee Avenue,0
9652,AB Sporting Goods,AB Sporting Goods,2016-12-03,Acme Clean Glass,3027 University Avenue,0
9653,Douglas Saboe Hair Design,Douglas Saboe Hair Design,2016-12-03,Acme Clean Glass,3808 Grim Avenue,0
9654,The Girl Can't Help It,The Girl Can't Help It,2016-12-03,Acme Clean Glass,3806 Grim Avenue,0
9656,Le Stat's (Hillcrest),Le Stat's (Hillcrest),2016-12-04,Acme Clean Glass,1045 University Avenue,0
9657,Green Fresh Florals,Green Fresh Florals,2016-12-04,Acme Clean Glass,3993 Goldfinch Street,1
9658,Salon Bordeaux,Salon Bordeaux,2016-12-04,Acme Clean Glass,3393 Adams Avenue,1
9659,Relax The Back (Hillrest),Relax The Back (Hillrest),2016-12-04,Acme Clean Glass,1205 University Avenue,0
9660,Heartwork Coffee Bar,Heartwork Coffee Bar,2016-12-04,Acme Clean Glass,3993 Goldfinch Street,0
9661,Lestat's (University Heights),Lestat's (University Heights),2016-12-04,Acme Clean Glass,4496 Park Boulevard,0
9662,Cal-Coast Bicycles,Cal-Coast Bicycles,2016-12-04,Acme Clean Glass,3020 Adams Avenue,0
9663,LeStat's (Normal Heights),LeStat's (Normal Heights),2016-12-04,Acme Clean Glass,3343 Adams Avenue,0
9664,Salon Bordeaux,Salon Bordeaux,2016-12-04,Acme Clean Glass,3393 Adams Avenue,1
9665,Intergrity Plus,Intergrity Plus,2016-12-04,Acme Clean Glass,3601 Adams Avenue,0
9666,Village Vino,Village Vino,2016-12-04,Acme Clean Glass,4095 Adams Avenue,0
9667,Clip Art Salon,Clip Art Salon,2016-12-04,Acme Clean Glass,4155 Adams Avenue,1
9668,Diesel Salon,Diesel Salon,2016-12-04,Acme Clean Glass,4222 Adams Avenue,1
9669,La Loupe Vintage,La Loupe Vintage,2016-12-04,Acme Clean Glass,3337 Adams Avenue,1
9670,La Loupe Vintage,La Loupe Vintage,2016-12-04,Acme Clean Glass,4646 Park Boulevard,0
9671,Cecillia's Fine Jewelry,Cecillia's Fine Jewelry,2016-12-04,Acme Clean Glass,4669 Park Boulevard,1
9676,Hydred's Birthday,Hydred's Birthday,2016-12-20,Acme Clean Glass,"4526 Illinois Street, APT 4A",1
9677,Rinse Salon,Rinse Salon,2017-01-27,Acme Clean Glass,4201 30th Street,1
9678,Rip Current Brewing,Rip Current Brewing,2017-02-03,Acme Clean Glass,4101 30th Street,1
9679,Wedding With Hydred,Wedding With Hydred,2017-02-27,Acme Clean Glass,1182 Prospect Street,0
9680,Chronic Tattoo,Chronic Tattoo,2017-03-23,Acme Clean Glass,1253 Garnet Avenue,0
9682,Hair Cut Rachel,Hair Cut Rachel,2017-03-29,Acme Clean Glass,,0
9683,Rachel (necktrim),Rachel (necktrim),2017-04-26,Acme Clean Glass,3076 Fifth Avenue,0
9684,Frock You,Frock You,2017-05-05,Acme Clean Glass,4121 Park Boulevard,0
9686,Frock You,Frock You,2017-05-19,Acme Clean Glass,Park Boulevard,0
9687,Hair Cut Rachel,Hair Cut Rachel,2017-05-27,Acme Clean Glass,,0
9688,Hair Cut Rachel,Hair Cut Rachel,2017-06-14,Acme Clean Glass,Fifth Avenue,0
9689,Chronic Tattoo,Chronic Tattoo,2017-06-14,Acme Clean Glass,,0
9690,Opulence Salon,Opulence Salon,2017-06-15,Acme Clean Glass,7520 La Jolla Boulevard,0
9691,Jo's Diner,Jo's Diner,2017-08-02,Acme Clean Glass,807 West Washington Street,1
9692,Thread & Seed (Bankers Hill),Thread & Seed (Bankers Hill),2017-08-30,Acme Clean Glass,2870 Fourth Avenue,1
9693,Home Care of La Jolla,Home Care of La Jolla,2017-09-07,Acme Clean Glass,5762 La Jolla Boulevard,1
9694,Be Seen Optics,Be Seen Optics,2017-09-07,Acme Clean Glass,5702 La Jolla Boulevard,0
9695,Konrad King,Konrad King,2017-09-12,Acme Clean Glass,3426 Adams Avenue,0
9696,Pop Pie Company,Pop Pie Company,2017-10-06,Acme Clean Glass,4404 Park Boulevard,1
9697,The Book Catapult,The Book Catapult,2017-10-20,Acme Clean Glass,3010 Juniper Street,1
9698,Community Realty Co.,Community Realty Co.,2017-10-20,Acme Clean Glass,2225 30th Street,1
9699,Salon on 30th,Salon on 30th,2017-10-20,Notify - 3 days,2225 30th Street,0
9700,Thread & Seed (South Park),Thread & Seed (South Park),2017-11-01,Acme Clean Glass,2220 Fern Street,1
9701,The Gensler Group,The Gensler Group,2017-11-09,Acme Clean Glass,120 C Avenue,1
9703,Gold Leaf,Gold Leaf,2017-11-17,Acme Clean Glass,2225 30th Street,1
9704,Salon1745,Salon1745,2018-01-11,Acme Clean Glass,2814 Adams Avenue,0
9706,Randy (video-ographer),Randy (video-ographer),2018-02-16,Acme Clean Glass,,0
9709,Wash windows,Wash windows,2018-07-28,Acme Clean Glass,30th Street,0
9710,Studio Barre Mission Hills,Studio Barre Mission Hills,2018-08-16,Notify - 3 days,321 West Washington Street,0
9711,Hair Drezzers on Fire,Hair Drezzers on Fire,2018-10-10,Acme Clean Glass,3463 Adams Avenue,0
9712,Koi,Koi,2018-10-22,Acme Clean Glass,5632 La Jolla Boulevard,1
9715,Bark house,Bark house,2018-11-14,Acme Clean Glass,Washington Street,0
9717,La Jolla Golf Carts,La Jolla Golf Carts,2018-11-15,Acme Clean Glass,7512 La Jolla Boulevard,1
9718,Andrew Pilates,Andrew Pilates,2018-12-14,Acme Clean Glass,Washington Street,0
9719,red house,red house,2019-01-03,Acme Clean Glass,Park Boulevard,0
9720,Eclipse Chocolate,Eclipse Chocolate,2019-02-08,Acme Clean Glass,2145 Fern Street,0
9721,Kairoa Brewing Company,Kairoa Brewing Company,2019-03-07,Acme Clean Glass,4601 Park Boulevard,0
9722,The Law Office of Terry J. Chapko,The Law Office of Terry J. Chapko,2019-07-09,Acme Clean Glass,120 C Avenue,0
9723,"Jean Farbod DDS, Inc","Jean Farbod DDS, Inc",2019-07-09,Acme Clean Glass,120 C Avenue,1
9726,Belle Sirene,Belle Sirene,2019-09-11,Acme Clean Glass,7838 Herschel Avenue,1
9727,Communal Coffee South Park,Communal Coffee South Park,2019-09-20,Acme Clean Glass,2335 University Avenue,0
9728,Babycakes,Babycakes,2019-12-13,Acme Clean Glass,3795 Fourth Avenue,1
9729,Thai Time,Thai Time,2020-02-03,Acme Clean Glass,4102 30th Street,1
9730,Perry's Cafe,Perry's Cafe,2020-02-06,Acme Clean Glass,4620 Pacific Highway,1
9731,BARKHOUSE,BARKHOUSE,2020-02-17,Acme Clean Glass,323 West Washington Street,0
9732,M-Theory Records,M-Theory Records,2020-03-03,Acme Clean Glass,827 West Washington Street,0
9733,Meraki Cafe,Meraki Cafe,2020-03-09,Notify - 3 days,1735 Adams Avenue,0
9734,American Assistance,American Assistance,2020-06-19,Acme Clean Glass,624 University Avenue,0
9735,Communal Coffee South Park,Communal Coffee South Park,2020-06-22,Acme Clean Glass,2221 Fern Street,0
9736,Communal Coffee North Park,Communal Coffee North Park,2020-06-22,Acme Clean Glass,2335 University Avenue,0
9737,Ray Street Custom Framing,Ray Street Custom Framing,2020-06-26,Acme Clean Glass,3807 Ray Street,1
9738,Salon Ink,Salon Ink,2020-09-02,Acme Clean Glass,3957 Goldfinch Street,0
9739,Essential Medicine,Essential Medicine,2020-09-03,Acme Clean Glass,7522 La Jolla Boulevard,0
9740,Antique Row Cafe,Antique Row Cafe,2020-09-03,Acme Clean Glass,3002 Adams Avenue,0
9741,Antique Row Cafe,Antique Row Cafe,2020-09-03,Acme Clean Glass,3002 Adams Avenue,0
9742,Cal-Coast Bicycles,Cal-Coast Bicycles,2020-09-04,Acme Clean Glass,3020 Adams Avenue,0
9744,Salon on First,Salon on First,2020-09-08,Acme Clean Glass,1134 1st Street,1
9745,Blacktree Barberia,Blacktree Barberia,2020-09-18,Acme Clean Glass,2227 Fern Street,0
9746,Salon1745,Salon1745,2020-09-25,Acme Clean Glass,1745 Adams Avenue,1
9747,Oggis,Oggis,2020-10-20,Acme Clean Glass,,0
9748,Studio Barre,Studio Barre,2020-12-23,Acme Clean Glass,5705 La Jolla Boulevard,0
9750,Elote Restaurant,Elote Restaurant,2021-03-29,,1760 East Valley Parkway,0
9760,Home Loan Advantage,Home Loan Advantage,2021-04-01,,717 Union Street,0
9764,Wells Fargo - Sports Arena,Wells Fargo - Sports Arena,2021-04-08,,3505 Sports Arena Boulevard,0
9769,Mullins Orthodonics,Mullins Orthodonics,2021-04-09,Notify - 3 days,1116 1st Street,1
9776,David's Mexican Food,David's Mexican Food,2021-04-13,,2451 Jamacha Road,0
9801,Greater Cleveland Regional Transit Authority,Greater Cleveland Regional Transit Authority,2021-05-11,,1240 West Sixth Street,0
9802,Chakarian & Assocs Inc,Chakarian & Assocs Inc,2021-05-13,,3971 Goldfinch Street,1
9819,Ashen Salon,Ashen Salon,2021-06-02,Notify - 3 days,6903 La Jolla Boulevard,1
9847,KEITH C. HENDERSON DDS APDC,KEITH C. HENDERSON DDS APDC,2021-06-29,,"16766 Bernardo Center Drive,",0
9850,Wells Fargo - UTC La Jolla,Wells Fargo - UTC La Jolla,2021-06-30,,4315 La Jolla Village Drive,0
9852,Agape Healing,Agape Healing,2021-07-02,,3813 Ray Street,0
9856,Window Magic,Window Magic,2021-07-03,,1940 Metcalf Street,1
9858,Wells Fargo - Mira Mesa,Wells Fargo - Mira Mesa,2021-07-08,,10707 Camino Ruiz,0
9863,Wells Fargo - Black Mountain Rd,Wells Fargo - Black Mountain Rd,2021-07-10,,"10788 Black Mountain Rd, Floor 04",0
9864,Wells Fargo - Prospect La Jolla,Wells Fargo - Prospect La Jolla,2021-07-12,,888 Prospect Street,0
9878,Royal Oaks Senior Apartments,Royal Oaks Senior Apartments,2021-07-27,Three story residential,650 Woodward Street,0
9883,Klass Pet Salon,Klass Pet Salon,2021-07-31,,2250 South Escondido Boulevard,0
9887,Farmers Insurance,Farmers Insurance,2021-08-03,,979 Woodland Parkway Ste 104,0
9905,Fifth Ave Owners Association,Fifth Ave Owners Association,2021-09-19,,350 West 5th Avenue,0
9907,Jose work in office,Jose work in office,2021-09-22,,,1
9911,California Funeral Alternatives,California Funeral Alternatives,2021-09-24,Notify - 2 weeks,1020 East Pennsylvania Avenue,1
9919,Mercer Group,Mercer Group,2021-10-04,Notify - 3 days,4071 Adams Avenue,1
9920,Westminster Seminary,Westminster Seminary,2021-10-05,Notify - 3 days,1725 Bear Valley Parkway,1
9922,Science Fitness,Science Fitness,2021-10-15,storefront,4228 Adams Avenue,0
9944,Wells Fargo - El Centro,Wells Fargo - El Centro,2021-11-21,,1200 Main St,0
9962,Jay  Alexander Commercial Building,Jay  Alexander Commercial Building,2021-12-23,,2325 Auto Park Way,0
9968,Moosies Icecream,Moosies Icecream,2022-01-12,,4073 Adams Avenue,1
9981,Marco's Jewelry,Marco's Jewelry,2022-02-16,storefront,7951 Broadway,1
9991,Louziana Food,Louziana Food,2022-02-24,,7128 Miramar Road,0
9992,Sew Pro's,Sew Pro's,2022-02-24,,2484 C Vista Way,1
9993,Tio Leos,Tio Leos,2022-02-25,,5302 Napa Street,1
10027,Wells Fargo - Clairemont dr,Wells Fargo - Clairemont dr,2022-05-11,,4727 Clairemont Drive,0
10042,Awakening Counseling Center,Awakening Counseling Center,2022-05-26,,2729 Fourth Avenue,0
10071,Huckleberry 's Breakfast and Lunch,Huckleberry 's Breakfast and Lunch,2022-07-12,Notify - 3 days,1260 Auto Park Way,1
10074,Wells Fargo - La Jolla (Inside Ralphs),Wells Fargo - La Jolla (Inside Ralphs),2022-07-16,,8657 Villa La Jolla Dr,0
10076,Wells Fargo - Scripps Ranch,Wells Fargo - Scripps Ranch,2022-07-19,,9996 Scripps Ranch Boulevard,0
10085,The Dance Academy Del Mar,The Dance Academy Del Mar,2022-08-06,Notify - 3 days,12843 El Camino Real,1
10112,Windansea Pilates,Windansea Pilates,2022-10-03,Notify - 3 days,504 Nautilus Street,1
10114,Wayne Tyler,Wayne Tyler,2022-10-07,,,0
10127,OLYMPIC COATINGS,OLYMPIC COATINGS,2022-11-11,,1445 SIMPSON WAY,0
10134,Blum & Clark Accountancy Group,Blum & Clark Accountancy Group,2022-11-30,Notify - 3 days,9252 Chesapeake Drive,0
10136,Pop Pie Commissary Kitchen,Pop Pie Commissary Kitchen,2022-12-06,,4445 Clairemont Mesa Boulevard,0
